station_identifier,date,observation_type,observation_value,observation_time
USW00013739,20170115,WDF2,340,,,W,
USW00013739,20170115,WDF5,350,,,W,
USW00013739,20170115,WSF2,58,,,W,
USW00013739,20170115,WSF5,85,,,W,
USW00013739,20170115,WT08,1,,,W,
USW00013739,20170116,TMAX,56,,,W,2400
USW00013739,20170116,TMIN,-32,,,W,2400
USW00013739,20170116,PRCP,0,,,W,2400
USW00013739,20170116,SNOW,0,,,W,
USW00013739,20170116,SNWD,0,,,W,
USW00013739,20170116,AWND,21,,,W,
USW00013739,20170116,TAVG,10,H,,S,
USW00013739,20170116,WDF2,230,,,W,
USW00013739,20170116,WDF5,210,,,W,
USW00013739,20170116,WSF2,45,,,W,
USW00013739,20170116,WSF5,72,,,W,
USW00013739,20170117,TMAX,72,,,W,2400
USW00013739,20170117,TMIN,33,,,W,2400
USW00013739,20170117,PRCP,38,,,W,2400
USW00013739,20170117,SNOW,0,,,W,
USW00013739,20170117,SNWD,0,,,W,
USW00013739,20170117,AWND,14,,,W,
USW00013739,20170117,TAVG,47,H,,S,
USW00013739,20170117,WDF2,120,,,W,
USW00013739,20170117,WDF5,100,,,W,
USW00013739,20170117,WSF2,45,,,W,
USW00013739,20170117,WSF5,81,,,W,
USW00013739,20170117,WT01,1,,,W,
USW00013739,20170117,WT08,1,,,W,
USW00013739,20170118,TMAX,94,,,W,2400
USW00013739,20170118,TMIN,50,,,W,2400
USW00013739,20170118,PRCP,56,,,W,2400
USW00013739,20170118,SNOW,0,,,W,
USW00013739,20170118,SNWD,0,,,W,
USW00013739,20170118,AWND,31,,,W,
USW00013739,20170118,TAVG,66,H,,S,
USW00013739,20170118,WDF2,360,,,W,
USW00013739,20170118,WDF5,360,,,W,
USW00013739,20170118,WSF2,63,,,W,
USW00013739,20170118,WSF5,89,,,W,
USW00013739,20170118,WT01,1,,,W,
USW00013739,20170119,TMAX,94,,,W,2400
USW00013739,20170119,TMIN,28,,,W,2400
USW00013739,20170119,PRCP,0,,,W,2400
USW00013739,20170119,SNOW,0,,,W,
USW00013739,20170119,SNWD,0,,,W,
USW00013739,20170119,AWND,27,,,W,
USW00013739,20170119,TAVG,78,H,,S,
USW00013739,20170119,WDF2,310,,,W,
USW00013739,20170119,WDF5,350,,,W,
USW00013739,20170119,WSF2,67,,,W,
USW00013739,20170119,WSF5,94,,,W,
USW00013739,20170120,TMAX,61,,,W,2400
USW00013739,20170120,TMIN,0,,,W,2400
USW00013739,20170120,PRCP,41,,,W,2400
USW00013739,20170120,SNOW,0,,,W,
USW00013739,20170120,SNWD,0,,,W,
USW00013739,20170120,AWND,6,,,W,
USW00013739,20170120,TAVG,33,H,,S,
USW00013739,20170120,WDF2,90,,,W,
USW00013739,20170120,WDF5,90,,,W,
USW00013739,20170120,WSF2,36,,,W,
USW00013739,20170120,WSF5,40,,,W,
USW00013739,20170120,WT01,1,,,W,
USW00013739,20170121,TMAX,83,,,W,2400
USW00013739,20170121,TMIN,56,,,W,2400
USW00013739,20170121,PRCP,0,T,,W,2400
USW00013739,20170121,SNOW,0,,,W,
USW00013739,20170121,SNWD,0,,,W,
USW00013739,20170121,AWND,15,,,W,
USW00013739,20170121,TAVG,64,H,,S,
USW00013739,20170121,WDF2,230,,,W,
USW00013739,20170121,WDF5,240,,,W,
USW00013739,20170121,WSF2,45,,,W,
USW00013739,20170121,WSF5,54,,,W,
USW00013739,20170121,WT01,1,,,W,
USW00013739,20170121,WT02,1,,,W,
USW00013739,20170122,TMAX,100,,,W,2400
USW00013739,20170122,TMIN,72,,,W,2400
USW00013739,20170122,PRCP,43,,,W,2400
USW00013739,20170122,SNOW,0,,,W,
USW00013739,20170122,SNWD,0,,,W,
USW00013739,20170122,AWND,36,,,W,
USW00013739,20170122,TAVG,82,H,,S,
USW00013739,20170122,WDF2,70,,,W,
USW00013739,20170122,WDF5,70,,,W,
USW00013739,20170122,WSF2,94,,,W,
USW00013739,20170122,WSF5,134,,,W,
USW00013739,20170122,WT01,1,,,W,
USW00013739,20170122,WT02,1,,,W,
USW00013739,20170123,TMAX,78,,,W,2400
USW00013739,20170123,TMIN,33,,,W,2400
USW00013739,20170123,PRCP,152,,,W,2400
USW00013739,20170123,SNOW,0,,,W,
USW00013739,20170123,SNWD,0,,,W,
USW00013739,20170123,AWND,100,,,W,
USW00013739,20170123,TAVG,61,H,,S,
USW00013739,20170123,WDF2,40,,,W,
USW00013739,20170123,WDF5,50,,,W,
USW00013739,20170123,WSF2,165,,,W,
USW00013739,20170123,WSF5,228,,,W,
USW00013739,20170123,WT01,1,,,W,
USW00013739,20170123,WT08,1,,,W,
USW00013739,20170124,TMAX,78,,,W,2400
USW00013739,20170124,TMIN,28,,,W,2400
USW00013739,20170124,PRCP,43,,,W,2400
USW00013739,20170124,SNOW,0,,,W,
USW00013739,20170124,SNWD,0,,,W,
USW00013739,20170124,AWND,78,,,W,
USW00013739,20170124,TAVG,44,H,,S,
USW00013739,20170124,WDF2,310,,,W,
USW00013739,20170124,WDF5,340,,,W,
USW00013739,20170124,WSF2,112,,,W,
USW00013739,20170124,WSF5,152,,,W,
USW00013739,20170124,WT01,1,,,W,
USW00013739,20170124,WT08,1,,,W,
USW00013739,20170125,TMAX,122,,,W,2400
USW00013739,20170125,TMIN,50,,,W,2400
USW00013739,20170125,PRCP,0,,,W,2400
USW00013739,20170125,SNOW,0,,,W,
USW00013739,20170125,SNWD,0,,,W,
USW00013739,20170125,AWND,47,,,W,
USW00013739,20170125,TAVG,77,H,,S,
USW00013739,20170125,WDF2,310,,,W,
USW00013739,20170125,WDF5,320,,,W,
USW00013739,20170125,WSF2,103,,,W,
USW00013739,20170125,WSF5,130,,,W,
USW00013739,20170126,TMAX,128,,,W,2400
USW00013739,20170126,TMIN,56,,,W,2400
USW00013739,20170126,PRCP,10,,,W,2400
USW00013739,20170126,SNOW,0,,,W,
USW00013739,20170126,SNWD,0,,,W,
USW00013739,20170126,AWND,57,,,W,
USW00013739,20170126,TAVG,82,H,,S,
USW00013739,20170126,WDF2,280,,,W,
USW00013739,20170126,WDF5,300,,,W,
USW00013739,20170126,WSF2,161,,,W,
USW00013739,20170126,WSF5,210,,,W,
USW00013739,20170126,WT01,1,,,W,
USW00013739,20170127,TMAX,67,,,W,2400
USW00013739,20170127,TMIN,17,,,W,2400
USW00013739,20170127,PRCP,0,,,W,2400
USW00013739,20170127,SNOW,0,,,W,
USW00013739,20170127,SNWD,0,,,W,
USW00013739,20170127,AWND,82,,,W,
USW00013739,20170127,TAVG,58,H,,S,
USW00013739,20170127,WDF2,270,,,W,
USW00013739,20170127,WDF5,280,,,W,
USW00013739,20170127,WSF2,125,,,W,
USW00013739,20170127,WSF5,152,,,W,
USW00013739,20170128,TMAX,50,,,W,2400
USW00013739,20170128,TMIN,-5,,,W,2400
USW00013739,20170128,PRCP,0,T,,W,2400
USW00013739,20170128,SNOW,0,T,,W,
USW00013739,20170128,SNWD,0,,,W,
USW00013739,20170128,AWND,52,,,W,
USW00013739,20170128,PSUN,0,,,W,
USW00013739,20170128,TAVG,28,H,,S,
USW00013739,20170128,TSUN,0,,,W,
USW00013739,20170128,WDF2,250,,,W,
USW00013739,20170128,WDF5,270,,,W,
USW00013739,20170128,WSF2,89,,,W,
USW00013739,20170128,WSF5,139,,,W,
USW00013739,20170129,TMAX,67,,,W,2400
USW00013739,20170129,TMIN,-5,,,W,2400
USW00013739,20170129,PRCP,0,,,W,2400
USW00013739,20170129,SNOW,0,,,W,
USW00013739,20170129,SNWD,0,,,W,
USW00013739,20170129,AWND,35,,,W,
USW00013739,20170129,TAVG,26,H,,S,
USW00013739,20170129,WDF2,290,,,W,
USW00013739,20170129,WDF5,280,,,W,
USW00013739,20170129,WSF2,89,,,W,
USW00013739,20170129,WSF5,107,,,W,
USW00013739,20170130,TMAX,39,,,W,2400
USW00013739,20170130,TMIN,-27,,,W,2400
USW00013739,20170130,PRCP,5,,,W,2400
USW00013739,20170130,SNOW,20,,,W,
USW00013739,20170130,SNWD,0,,,W,
USW00013739,20170130,AWND,41,,,W,
USW00013739,20170130,TAVG,19,H,,S,
USW00013739,20170130,WDF2,310,,,W,
USW00013739,20170130,WDF5,310,,,W,
USW00013739,20170130,WSF2,134,,,W,
USW00013739,20170130,WSF5,161,,,W,
USW00013739,20170130,WT01,1,,,W,
USW00013739,20170130,WT02,1,,,W,
USW00013739,20170131,TMAX,61,,,W,2400
USW00013739,20170131,TMIN,-32,,,W,2400
USW00013739,20170131,PRCP,0,,,W,2400
USW00013739,20170131,SNOW,0,,,W,
USW00013739,20170131,SNWD,0,,,W,
USW00013739,20170131,AWND,25,,,W,
USW00013739,20170131,TAVG,-3,H,,S,
USW00013739,20170131,WDF2,250,,,W,
USW00013739,20170131,WDF5,240,,,W,
USW00013739,20170131,WSF2,76,,,W,
USW00013739,20170131,WSF5,94,,,W,
USW00013739,20170201,TMAX,100,,,W,2400
USW00013739,20170201,TMIN,44,,,W,2400
USW00013739,20170201,PRCP,0,,,W,2400
USW00013739,20170201,SNOW,0,,,W,
USW00013739,20170201,SNWD,0,,,W,
USW00013739,20170201,AWND,56,,,W,
USW00013739,20170201,TAVG,62,H,,S,
USW00013739,20170201,WDF2,280,,,W,
USW00013739,20170201,WDF5,260,,,W,
USW00013739,20170201,WSF2,103,,,W,
USW00013739,20170201,WSF5,139,,,W,
USW00013739,20170202,TMAX,89,,,W,2400
USW00013739,20170202,TMIN,11,,,W,2400
USW00013739,20170202,PRCP,0,,,W,2400
USW00013739,20170202,SNOW,0,,,W,
USW00013739,20170202,SNWD,0,,,W,
USW00013739,20170202,AWND,48,,,W,
USW00013739,20170202,TAVG,55,H,,S,
USW00013739,20170202,WDF2,260,,,W,
USW00013739,20170202,WDF5,260,,,W,
USW00013739,20170202,WSF2,130,,,W,
USW00013739,20170202,WSF5,165,,,W,
USW00013739,20170203,TMAX,17,,,W,2400
USW00013739,20170203,TMIN,-21,,,W,2400
USW00013739,20170203,PRCP,0,,,W,2400
USW00013739,20170203,SNOW,0,,,W,
USW00013739,20170203,SNWD,0,,,W,
USW00013739,20170203,AWND,53,,,W,
USW00013739,20170203,TAVG,4,H,,S,
USW00013739,20170203,WDF2,300,,,W,
USW00013739,20170203,WDF5,310,,,W,
USW00013739,20170203,WSF2,107,,,W,
USW00013739,20170203,WSF5,148,,,W,
USW00013739,20170204,TMAX,22,,,W,2400
USW00013739,20170204,TMIN,-55,,,W,2400
USW00013739,20170204,PRCP,0,,,W,2400
USW00013739,20170204,SNOW,0,,,W,
USW00013739,20170204,SNWD,0,,,W,
USW00013739,20170204,AWND,52,,,W,
USW00013739,20170204,TAVG,-18,H,,S,
USW00013739,20170204,WDF2,340,,,W,
USW00013739,20170204,WDF5,320,,,W,
USW00013739,20170204,WSF2,98,,,W,
USW00013739,20170204,WSF5,130,,,W,
USW00013739,20170205,TMAX,67,,,W,2400
USW00013739,20170205,TMIN,-16,,,W,2400
USW00013739,20170205,PRCP,0,,,W,2400
USW00013739,20170205,SNOW,0,,,W,
USW00013739,20170205,SNWD,0,,,W,
USW00013739,20170205,AWND,45,,,W,
USW00013739,20170205,TAVG,16,H,,S,
USW00013739,20170205,WDF2,240,,,W,
USW00013739,20170205,WDF5,230,,,W,
USW00013739,20170205,WSF2,89,,,W,
USW00013739,20170205,WSF5,112,,,W,
USW00013739,20170206,TMAX,122,,,W,2400
USW00013739,20170206,TMIN,22,,,W,2400
USW00013739,20170206,PRCP,0,,,W,2400
USW00013739,20170206,SNOW,0,,,W,
USW00013739,20170206,SNWD,0,,,W,
USW00013739,20170206,AWND,38,,,W,
USW00013739,20170206,TAVG,63,H,,S,
USW00013739,20170206,WDF2,270,,,W,
USW00013739,20170206,WDF5,270,,,W,
USW00013739,20170206,WSF2,81,,,W,
USW00013739,20170206,WSF5,103,,,W,
USW00013739,20170207,TMAX,167,,,W,2400
USW00013739,20170207,TMIN,39,,,W,2400
USW00013739,20170207,PRCP,10,,,W,2400
USW00013739,20170207,SNOW,0,,,W,
USW00013739,20170207,SNWD,0,,,W,
USW00013739,20170207,AWND,26,,,W,
USW00013739,20170207,TAVG,71,H,,S,
USW00013739,20170207,WDF2,210,,,W,
USW00013739,20170207,WDF5,190,,,W,
USW00013739,20170207,WSF2,98,,,W,
USW00013739,20170207,WSF5,134,,,W,
USW00013739,20170207,WT01,1,,,W,
USW00013739,20170207,WT08,1,,,W,
USW00013739,20170208,TMAX,189,,,W,2400
USW00013739,20170208,TMIN,83,,,W,2400
USW00013739,20170208,PRCP,0,T,,W,2400
USW00013739,20170208,SNOW,0,,,W,
USW00013739,20170208,SNWD,0,,,W,
USW00013739,20170208,AWND,53,,,W,
USW00013739,20170208,TAVG,142,H,,S,
USW00013739,20170208,WDF2,210,,,W,
USW00013739,20170208,WDF5,220,,,W,
USW00013739,20170208,WSF2,116,,,W,
USW00013739,20170208,WSF5,157,,,W,
USW00013739,20170209,TMAX,89,,,W,2400
USW00013739,20170209,TMIN,-43,,,W,2400
USW00013739,20170209,PRCP,137,,,W,2400
USW00013739,20170209,SNOW,51,,,W,
USW00013739,20170209,SNWD,0,T,,W,
USW00013739,20170209,AWND,90,,,W,
USW00013739,20170209,TAVG,39,H,,S,
USW00013739,20170209,WDF2,320,,,W,
USW00013739,20170209,WDF5,320,,,W,
USW00013739,20170209,WSF2,161,,,W,
USW00013739,20170209,WSF5,210,,,W,
USW00013739,20170209,WT01,1,,,W,
USW00013739,20170209,WT04,1,,,W,
USW00013739,20170210,TMAX,11,,,W,2400
USW00013739,20170210,TMIN,-55,,,W,2400
USW00013739,20170210,PRCP,0,,,W,2400
USW00013739,20170210,SNOW,0,,,W,
USW00013739,20170210,SNWD,0,,,W,
USW00013739,20170210,AWND,54,,,W,
USW00013739,20170210,TAVG,-30,H,,S,
USW00013739,20170210,WDF2,260,,,W,
USW00013739,20170210,WDF5,290,,,W,
USW00013739,20170210,WSF2,107,,,W,
USW00013739,20170210,WSF5,125,,,W,
USW00013739,20170211,TMAX,133,,,W,2400
USW00013739,20170211,TMIN,-10,,,W,2400
USW00013739,20170211,PRCP,0,,,W,2400
USW00013739,20170211,SNOW,0,,,W,
USW00013739,20170211,SNWD,0,,,W,
USW00013739,20170211,AWND,21,,,W,
USW00013739,20170211,TAVG,34,H,,S,
USW00013739,20170211,WDF2,230,,,W,
USW00013739,20170211,WDF5,210,,,W,
USW00013739,20170211,WSF2,54,,,W,
USW00013739,20170211,WSF5,89,,,W,
USW00013739,20170212,TMAX,72,,,W,2400
USW00013739,20170212,TMIN,17,,,W,2400
USW00013739,20170212,PRCP,53,,,W,2400
USW00013739,20170212,SNOW,0,,,W,
USW00013739,20170212,SNWD,0,,,W,
USW00013739,20170212,AWND,47,,,W,
USW00013739,20170212,TAVG,57,H,,S,
USW00013739,20170212,WDF2,300,,,W,
USW00013739,20170212,WDF5,300,,,W,
USW00013739,20170212,WSF2,94,,,W,
USW00013739,20170212,WSF5,116,,,W,
USW00013739,20170212,WT01,1,,,W,
USW00013739,20170213,TMAX,56,,,W,2400
USW00013739,20170213,TMIN,0,,,W,2400
USW00013739,20170213,PRCP,0,,,W,2400
USW00013739,20170213,SNOW,0,,,W,
USW00013739,20170213,SNWD,0,,,W,
USW00013739,20170213,AWND,98,,,W,
USW00013739,20170213,TAVG,36,H,,S,
USW00013739,20170213,WDF2,320,,,W,
USW00013739,20170213,WDF5,330,,,W,
USW00013739,20170213,WSF2,174,,,W,
USW00013739,20170213,WSF5,233,,,W,
USW00013739,20170214,TMAX,83,,,W,2400
USW00013739,20170214,TMIN,-21,,,W,2400
USW00013739,20170214,PRCP,0,,,W,2400
USW00013739,20170214,SNOW,0,,,W,
USW00013739,20170214,SNWD,0,,,W,
USW00013739,20170214,AWND,38,,,W,
USW00013739,20170214,TAVG,16,H,,S,
USW00013739,20170214,WDF2,220,,,W,
USW00013739,20170214,WDF5,210,,,W,
USW00013739,20170214,WSF2,81,,,W,
USW00013739,20170214,WSF5,134,,,W,
USW00013739,20170215,TMAX,117,,,W,2400
USW00013739,20170215,TMIN,0,,,W,2400
USW00013739,20170215,PRCP,0,,,W,2400
USW00013739,20170215,SNOW,0,,,W,
USW00013739,20170215,SNWD,0,,,W,
USW00013739,20170215,AWND,50,,,W,
USW00013739,20170215,TAVG,39,H,,S,
USW00013739,20170215,WDF2,310,,,W,
USW00013739,20170215,WDF5,300,,,W,
USW00013739,20170215,WSF2,143,,,W,
USW00013739,20170215,WSF5,179,,,W,
USW00013739,20170216,TMAX,39,,,W,2400
USW00013739,20170216,TMIN,-5,,,W,2400
USW00013739,20170216,PRCP,0,,,W,2400
USW00013739,20170216,SNOW,0,,,W,
USW00013739,20170216,SNWD,0,,,W,
USW00013739,20170216,AWND,71,,,W,
USW00013739,20170216,TAVG,25,H,,S,
USW00013739,20170216,WDF2,310,,,W,
USW00013739,20170216,WDF5,310,,,W,
USW00013739,20170216,WSF2,125,,,W,
USW00013739,20170216,WSF5,170,,,W,
USW00013739,20170217,TMAX,72,,,W,2400
USW00013739,20170217,TMIN,-32,,,W,2400
USW00013739,20170217,PRCP,0,,,W,2400
USW00013739,20170217,SNOW,0,,,W,
USW00013739,20170217,SNWD,0,,,W,
USW00013739,20170217,AWND,35,,,W,
USW00013739,20170217,TAVG,9,H,,S,
USW00013739,20170217,WDF2,260,,,W,
USW00013739,20170217,WDF5,230,,,W,
USW00013739,20170217,WSF2,67,,,W,
USW00013739,20170217,WSF5,89,,,W,
USW00013739,20170218,TMAX,200,,,W,2400
USW00013739,20170218,TMIN,-16,,,W,2400
USW00013739,20170218,PRCP,0,,,W,2400
USW00013739,20170218,SNOW,0,,,W,
USW00013739,20170218,SNWD,0,,,W,
USW00013739,20170218,AWND,34,,,W,
USW00013739,20170218,TAVG,65,H,,S,
USW00013739,20170218,WDF2,230,,,W,
USW00013739,20170218,WDF5,230,,,W,
USW00013739,20170218,WSF2,98,,,W,
USW00013739,20170218,WSF5,116,,,W,
USW00013739,20170219,TMAX,211,,,W,2400
USW00013739,20170219,TMIN,94,,,W,2400
USW00013739,20170219,PRCP,0,,,W,2400
USW00013739,20170219,SNOW,0,,,W,
USW00013739,20170219,SNWD,0,,,W,
USW00013739,20170219,AWND,40,,,W,
USW00013739,20170219,TAVG,150,H,,S,
USW00013739,20170219,WDF2,280,,,W,
USW00013739,20170219,WDF5,270,,,W,
USW00013739,20170219,WSF2,81,,,W,
USW00013739,20170219,WSF5,112,,,W,
USW00013739,20170220,TMAX,144,,,W,2400
USW00013739,20170220,TMIN,50,,,W,2400
USW00013739,20170220,PRCP,0,,,W,2400
USW00013739,20170220,SNOW,0,,,W,
USW00013739,20170220,SNWD,0,,,W,
USW00013739,20170220,AWND,50,,,W,
USW00013739,20170220,TAVG,117,H,,S,
USW00013739,20170220,WDF2,350,,,W,
USW00013739,20170220,WDF5,350,,,W,
USW00013739,20170220,WSF2,81,,,W,
USW00013739,20170220,WSF5,121,,,W,
USW00013739,20170221,TMAX,111,,,W,2400
USW00013739,20170221,TMIN,11,,,W,2400
USW00013739,20170221,PRCP,0,,,W,2400
USW00013739,20170221,SNOW,0,,,W,
USW00013739,20170221,SNWD,0,,,W,
USW00013739,20170221,AWND,31,,,W,
USW00013739,20170221,PSUN,0,,,W,
USW00013739,20170221,TAVG,64,H,,S,
USW00013739,20170221,TSUN,0,,,W,
USW00013739,20170221,WDF2,190,,,W,
USW00013739,20170221,WSF2,54,,,W,
USW00013739,20170222,TMAX,144,,,W,2400
USW00013739,20170222,TMIN,50,,,W,2400
USW00013739,20170222,PRCP,0,T,,W,2400
USW00013739,20170222,SNOW,0,,,W,
USW00013739,20170222,SNWD,0,,,W,
USW00013739,20170222,AWND,19,,,W,
USW00013739,20170222,TAVG,83,H,,S,
USW00013739,20170222,WDF2,220,,,W,
USW00013739,20170222,WDF5,230,,,W,
USW00013739,20170222,WSF2,40,,,W,
USW00013739,20170222,WSF5,49,,,W,
USW00013739,20170223,TMAX,228,,,W,2400
USW00013739,20170223,TMIN,67,,,W,2400
